akronim,url
 .Menurut=>Medan Merdeka Utara Jakarta Pusat,http://news.okezone.com/read/2011/05/06/339/454092/kpk-akan-panggil-bendahara-partai-demokrat::http://news.okezone.com/read/2011/04/04/337/442168/istana-api-di-kilang-minyak-padam-nanti-malam
